taxonomy_slug,category_slug,sub_category_slug,tag,product_id
health-areas,allergy-histamine,mast-cell,,3675
health-areas,allergy-histamine,environmental-sensitivity,,3677
health-areas,healthy-aging,mitochondrial-support,,3922
health-areas,healthy-aging,telomere-dna,,4080
health-areas,healthy-aging,senior-vitality,,5755
health-areas,eye-vision,eye-strain,,5815
health-areas,eye-vision,night-vision,,7557
health-areas,eye-vision,dry-eye,,3671
health-areas,eye-vision,macular-health,,3675
health-areas,oral-health,tooth-enamel,,3677
health-areas,oral-health,breath-freshening,,3922
health-areas,oral-health,oral-microbiome,,4080
health-areas,oral-health,canker-sore,,5755
ingredients,turmeric,,natural-ingredient,3671
ingredients,ginger,,natural-ingredient,3671
ingredients,ashwagandha,,natural-ingredient,3675
ingredients,reishi-mushroom,,natural-ingredient,3675
ingredients,echinacea,,natural-ingredient,3677
ingredients,elderberry,,natural-ingredient,3677
ingredients,rhodiola,,natural-ingredient,3922
ingredients,milk-thistle,,natural-ingredient,3922
ingredients,valerian,,natural-ingredient,4080
ingredients,chamomile,,natural-ingredient,4080
ingredients,ginseng,,natural-ingredient,5755
ingredients,holy-basil,,natural-ingredient,5755
ingredients,cordyceps,,natural-ingredient,5815
ingredients,bacopa,,natural-ingredient,5815
ingredients,lions-mane-mushroom,,natural-ingredient,7557
ingredients,vitamin-d3,,isolated-compound,3671
ingredients,vitamin-c,,isolated-compound,3675
ingredients,omega-3-fatty-acids,,isolated-compound,3677
ingredients,magnesium,,isolated-compound,3922
ingredients,zinc,,isolated-compound,4080
ingredients,curcumin,,isolated-compound,5755
ingredients,melatonin,,isolated-compound,5815
ingredients,ibuprofen,,synthetic-compound,7557
ingredients,acetaminophen,,synthetic-compound,3922
ingredients,probiotics,,isolated-compound,7557
invalid-taxonomy,some-category,,,3671
health-areas,non-existent-category,,,3675
ingredients,fake-ingredient,,,3677
health-areas,immune-support,99999,,99999
ingredients,turmeric,,,88888
natural-ingredient,1001
isolated-compound,1002
synthetic-compound,1003
natural-ingredient,1004
isolated-compound,1005
natural-ingredient,*
isolated-compound,*
synthetic-compound,*
health-areas,immune-support,daily-immune,,0
health-areas,immune-support,daily-immune,,1
health-areas,immune-support,daily-immune,,2147483647
ingredients,turmeric,,natural-ingredient,-1
ingredients,ginger,,natural-ingredient,-999
health-areas,gut-health,probiotic-support,,999999999
Health-Areas,immune-support,daily-immune,,2001
health-areas,Immune-Support,daily-immune,,2002
health-areas,immune-support,Daily-Immune,,2003
ingredients,Turmeric,,Natural-Ingredient,2004
ingredients,turmeric,,NATURAL-INGREDIENT,2005
HEALTH-AREAS,immune-support,daily-immune,,2006
,immune-support,daily-immune,,2010
health-areas,,daily-immune,,2011
health-areas,immune-support,,,2012
health-areas,immune-support,daily-immune,,
 health-areas,immune-support,daily-immune,,2013
health-areas, immune-support,daily-immune,,2014
health-areas,immune-support, daily-immune,,2015
ingredients,turmeric,, ,2016
"health-areas","immune-support","daily-immune","",2020
health-areas,"immune-support",daily-immune,,2021
"health-areas,with-comma",immune-support,daily-immune,,2022
health-areas,immune-support,daily-immune,,2023,extra-field
health-areas,immune-support,daily-immune,2024
health-areas,immune-support,daily-immune,,2025,
health-areas,immune-support,daily-immune-ñ,,2030
health-areas,immune-support-🌿,daily-immune,,2031
héalth-areas,immune-support,daily-immune,,2032
ingredients,turmeric-ω,,natural-ingredient,2033
health-areas,immune@support,daily-immune,,2034
health-areas,immune_support,daily-immune,,2035
health-areas,immune.support,daily-immune,,2036
health-areas,immune-support-with-very-very-very-very-very-very-very-very-very-very-very-very-very-very-very-long-name,daily-immune,,2040
health-areas,immune-support,daily-immune-with-extremely-long-sub-category-name-that-goes-on-and-on-and-on-and-on-and-on-and-on,,2041
ingredients,turmeric-curcuma-longa-with-very-long-botanical-scientific-name-for-testing-purposes,,natural-ingredient,2042
health-areas,immune-support,daily-immune,,3671
health-areas,gut-health,probiotic-support,,3671
ingredients,turmeric,,natural-ingredient,3671
ingredients,ginger,,natural-ingredient,3671
ingredients,turmeric,,invalid-tag,2050
ingredients,ginger,,fake-ingredient-tag,2051
ingredients,ashwagandha,,not-a-real-tag,2052
,,,unknown-tag,2053
,,,natural-ingredient,2054
health-areas,immune-support,daily-immune,,2060
natural-ingredient,2061
ingredients,turmeric,,natural-ingredient,2062
isolated-compound,2063
health-areas,immune-support,daily-immune,,abc123
health-areas,immune-support,daily-immune,,product-id
health-areas,immune-support,daily-immune,,3.14159
health-areas,immune-support,daily-immune,,1e10
ingredients,turmeric,,natural-ingredient,null
ingredients,ginger,,natural-ingredient,undefined
health-areas,immune-support
health-areas,immune-support,daily-immune
health-areas,immune-support,daily-immune,
health-areas,immune-support,daily-immune,,2070,extra,fields,here
,,,,2071
health-areas,immune-support,daily-immune,natural-ingredient,2080
health-areas,gut-health,probiotic-support,isolated-compound,2081
ingredients,turmeric,sub-category-where-none-should-exist,natural-ingredient,2082
ingredients,,natural-ingredient,2090
ingredients,turmeric,unexpected-sub-category,natural-ingredient,2091
health-areas,immune-support,,isolated-compound,2092
health-areas,immune-support,daily-immune,,0000003671
health-areas,immune-support,daily-immune,,+3671
health-areas,immune-support,daily-immune,,-0
ingredients,turmeric,,natural-ingredient,∞
ingredients,ginger,,natural-ingredient,NaN
health-areas,immune-support'; DROP TABLE products; --,daily-immune,,2100
health-areas,immune-support,daily-immune,,'; DELETE FROM products; --
ingredients,turmeric; --,,natural-ingredient,2101
health-areas,<script>alert('xss')</script>,daily-immune,,2102
totally-invalid-taxonomy,invalid-category,invalid-sub,,9999
health-areas,completely-fake-category,invalid-sub,,9998
ingredients,non-existent-ingredient,,totally-fake-tag,9997
