ID,Type,SKU,Name,Short description,Description,In stock?,Slug
4568,simple,788332048210,Lymph Tonic Tincture 1oz.,"Lymph Tonic Tincture 1oz. \n \n \n \nLymph Tonic is indicated for swollen lymphatic system and a general stagnation of the lymphatics through the body. The herbs in this blend promotes lymph circulation and movement of the interstitial fluids. This formula is a blend of Red Root, Fresh Ocotillo Bark, Stillingia Root, Astragalus Root, and Fresh Ginger Root. Take 30 drops in water or juice, 1 - 3 times daily, or as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Lymph Tonic Tincture 1oz. \n \n \n \nLymph Tonic is indicated for swollen lymphatic system and a general stagnation of the lymphatics through the body. The herbs in this blend promotes lymph circulation and movement of the interstitial fluids. This formula is a blend of Red Root, Fresh Ocotillo Bark, Stillingia Root, Astragalus Root, and Fresh Ginger Root. Take 30 drops in water or juice, 1 - 3 times daily, or as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,lymph-tonic-tincture-1oz
4571,simple,788332165115,Male Virility Tincture 1oz.,"Male Virility Tincture 1oz. \n \n \n \nMale Virility is a formula designed to boost testosterone and overall endurance and vitality. Each 30 drop dose delivers 20mg L-Arginine and 5mg Pine Bark Extract, as well as a proprietary blend of Maca Root, Yohimbe Bark, Epimedium Herb, Tribulus Seed, Fresh Oat Seed, Saw Palmetto Berry, and American Ginseng Root. Take 30 drops in water or juice, 1 - 3 times per day or as directed by your healthcare professional. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Male Virility Tincture 1oz. \n \n \n \nMale Virility is a formula designed to boost testosterone and overall endurance and vitality. Each 30 drop dose delivers 20mg L-Arginine and 5mg Pine Bark Extract, as well as a proprietary blend of Maca Root, Yohimbe Bark, Epimedium Herb, Tribulus Seed, Fresh Oat Seed, Saw Palmetto Berry, and American Ginseng Root. Take 30 drops in water or juice, 1 - 3 times per day or as directed by your healthcare professional. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,male-virility-tincture-1oz
4588,variable,788332048517,Parasite Tincture,"Parasite Tincture 1oz. \n \n \n \nThe Parasite Tincture is also known as La Turista because of its usage for parasite and traveler's diarrhea. The herbs in this formula are Anthelmintic (kills parasites), Vermifuge (expels parasites), Antispasmodic, and Astringent. It may be used as an acute remedy for parasites. Herbs in the formula include: Quassia Wood, Fresh Black (Green) Walnut Hulls, Fresh Garrya Herb, Clove Bud, and Bayberry Root Bark. Take 30 drops, 1 - 3 times per day or as needed in juice or water. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Parasite Tincture 1oz. \n \n \n \nThe Parasite Tincture is also known as La Turista because of its usage for parasite and traveler's diarrhea. The herbs in this formula are Anthelmintic (kills parasites), Vermifuge (expels parasites), Antispasmodic, and Astringent. It may be used as an acute remedy for parasites. Herbs in the formula include: Quassia Wood, Fresh Black (Green) Walnut Hulls, Fresh Garrya Herb, Clove Bud, and Bayberry Root Bark. Take 30 drops, 1 - 3 times per day or as needed in juice or water. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,parasite-tincture
4593,simple,788332048715,Respir-Ease Tincture 1oz.,"Respir-Ease Tincture 1oz. \n \n \n \nThe Respir-Ease Tincture is a respiratory complex that is primarily used for congestion, colds, asthma, and recurring lung infections. The herbs in this formula include: Fresh Osha Root, Mullein Leaf, Wild Cherry Bark, Fresh Yerba Santa Leaf, Licorice Root, Lomatium Root, Myrrh Gum, Fresh Lobelia Herb, and Fresh Ginger Root. The herbs in this blend have expectorant and immune stimulating properties, making it an ideal formula for wintertime. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Respir-Ease Tincture 1oz. \n \n \n \nThe Respir-Ease Tincture is a respiratory complex that is primarily used for congestion, colds, asthma, and recurring lung infections. The herbs in this formula include: Fresh Osha Root, Mullein Leaf, Wild Cherry Bark, Fresh Yerba Santa Leaf, Licorice Root, Lomatium Root, Myrrh Gum, Fresh Lobelia Herb, and Fresh Ginger Root. The herbs in this blend have expectorant and immune stimulating properties, making it an ideal formula for wintertime. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,respir-ease-tincture-1oz
4595,simple,788332123016,Sleep w/ Valerian & Melatonin Tincture 1oz.,"Sleep w/ Valerian &amp; Melatonin Tincture 1oz. \n \n \n \nIf you have trouble sleeping this Sleep Tincture might be just what you need! Each 30 drop dose contains 3mg Melatonin as well as 425mg propietary blend of Valerian Root, Hops Strobiles, Fresh Skullcap Herb, Passion Flower Herb, Chamomile Flower, and Fresh California Poppy Herb. Consider taking with our <a href=""https://rogueherbalist.com/product/snooze-blend/"">Snooze Blend</a> herbal tea for added support. Take 30 drops in water, about 15 minutes before bedtime or if you wake up in the middle of the night. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Sleep w/ Valerian &amp; Melatonin Tincture 1oz. \n \n \n \nIf you have trouble sleeping this Sleep Tincture might be just what you need! Each 30 drop dose contains 3mg Melatonin as well as 425mg propietary blend of Valerian Root, Hops Strobiles, Fresh Skullcap Herb, Passion Flower Herb, Chamomile Flower, and Fresh California Poppy Herb. Consider taking with our <a href=""https://rogueherbalist.com/product/snooze-blend/"">Snooze Blend</a> herbal tea for added support. Take 30 drops in water, about 15 minutes before bedtime or if you wake up in the middle of the night. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,sleep-w-valerian-melatonin-tincture-1oz
4598,simple,788332082818,Sinus Relief Tincture 1oz.,"Sinus Relief Tincture 1oz. \n \n \n \nThis Chinese formula is designed to provide relief for hayfever, allergies, and sinus infections. In Chinese terminology, the formula clears heat, transform phlegm, relieves nasal congestion, and stops nasal discharge. The formula contains the following herbs: Angelica dahurica Root, Ledebouriella divaricata Root, Magnolia denudata Flower, Schizonepeta tenuifolia Herb, Xanthium sibericum Root, Chrysanthemum morifolium, Forsythia Fruit, Red Peony Root, Platycodon Root, and Chinese Skullcap Root. Take 30 drops in water or juice, 1 - 3 times daily, or as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Sinus Relief Tincture 1oz. \n \n \n \nThis Chinese formula is designed to provide relief for hayfever, allergies, and sinus infections. In Chinese terminology, the formula clears heat, transform phlegm, relieves nasal congestion, and stops nasal discharge. The formula contains the following herbs: Angelica dahurica Root, Ledebouriella divaricata Root, Magnolia denudata Flower, Schizonepeta tenuifolia Herb, Xanthium sibericum Root, Chrysanthemum morifolium, Forsythia Fruit, Red Peony Root, Platycodon Root, and Chinese Skullcap Root. Take 30 drops in water or juice, 1 - 3 times daily, or as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,sinus-relief-tincture-1oz
4602,simple,788332118814,Sinus Blaster Tincture 1oz.,"Sinus Blaster Tincture 1oz. \n \n \n \nSinus Blaster is an amazing formula for sinus infections, headaches, active cold &amp; flu, fever, bacterial or viral infections, and snoring. It has an immediate, dramatic, and direct impact on the sinuses. Take 15 drops direct in mouth or in water or juice as soon as needed. Take 1 - 3 times per day and up to every 3 hours when needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Sinus Blaster Tincture 1oz. \n \n \n \nSinus Blaster is an amazing formula for sinus infections, headaches, active cold &amp; flu, fever, bacterial or viral infections, and snoring. It has an immediate, dramatic, and direct impact on the sinuses. Take 15 drops direct in mouth or in water or juice as soon as needed. Take 1 - 3 times per day and up to every 3 hours when needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,sinus-blaster-tincture-1oz
4606,simple,788332086915,Throat Spray Relief 1oz.,"Throat Spray Relief 1oz. \n \n \n \nThroat Spray Relief is the ideal formula for sore and irritated throats. The herbs in this formula will warm and bronchio-dilate the lungs and sooth the throat with its coating herbs: Fresh Osha Root, Echinacea angustifolia Root, Propolis, Thyme Herb, Fresh Spilanthes Flower, Fresh Ginger Root, Licorice Root, and Aloe Vera. Holding spray nozzle close to mouth, spray 1 - 2 times into the throat as needed. Spray more frequently as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Throat Spray Relief 1oz. \n \n \n \nThroat Spray Relief is the ideal formula for sore and irritated throats. The herbs in this formula will warm and bronchio-dilate the lungs and sooth the throat with its coating herbs: Fresh Osha Root, Echinacea angustifolia Root, Propolis, Thyme Herb, Fresh Spilanthes Flower, Fresh Ginger Root, Licorice Root, and Aloe Vera. \n \n \n \nHolding spray nozzle close to mouth, spray 1 - 2 times into the throat as needed. Spray more frequently as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,throat-spray-relief-1oz
4609,simple,788332067518,Women's Energy Balance Tincture 1oz.,"Women's Energy Balance Tincture 1oz. \n \n \n \nThe Women's Energy Balance Tincture is a general female tonic that helps balance the hormones and increase energy and vitality. It can assist women with mood swings, irritability, fatigue, PMS, stress, low libido, and depression. Herbs in the formula include: Dong Quai Root, Fresh Ashwagandha Root, Damiana Leaf, Gotu Kola Leaf, Fresh Ginkgo Leaf, Chaste Tree Berry, and American Ginseng. Take 30 drops in water or juice, 1 - 3 times daily, or as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Women's Energy Balance Tincture 1oz. \n \n \n \nThe Women's Energy Balance Tincture is a general female tonic that helps balance the hormones and increase energy and vitality. It can assist women with mood swings, irritability, fatigue, PMS, stress, low libido, and depression. Herbs in the formula include: Dong Quai Root, Fresh Ashwagandha Root, Damiana Leaf, Gotu Kola Leaf, Fresh Ginkgo Leaf, Chaste Tree Berry, and American Ginseng. Take 30 drops in water or juice, 1 - 3 times daily, or as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,womens-energy-balance-tincture-1oz
4612,simple,788332165016,Yeast Buster Tincture 1oz.,"Yeast Buster Tincture 1oz. \n \n \n \nYeast Buster is the ideal formula for potential candida overgrowth or other fungal infections particularly of the gastrointestinal tract. This blend consists of Usnea Lichen, Pau D'Arco Bark, Fresh Black Walnut Hull, Fresh Spilanthes Flower, Oregon Grape Root, Gentian Root, Fennel Seed, and Oregano Oil. Take 30 drops 3 times per day in water before meals. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Yeast Buster Tincture 1oz. \n \n \n \nYeast Buster is the ideal formula for potential candida overgrowth or other fungal infections particularly of the gastrointestinal tract. This blend consists of Usnea Lichen, Pau D'Arco Bark, Fresh Black Walnut Hull, Fresh Spilanthes Flower, Oregon Grape Root, Gentian Root, Fennel Seed, and Oregano Oil. Take 30 drops 3 times per day in water before meals. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,yeast-buster-tincture-1oz
4618,simple,788332056017,Yin Chiao Plus Tincture 1oz.,"Yin Chiao Plus Tincture 1oz. \n \n \n \nYin Chiao is a classic Chinese herbal formula that is used for the initial onset of Colds, Flu, and Fever (first 24 - 48 hours). This formula consists of the following herbs: Isatis Root, Ilex Root, Chrysanthemum Flower, Forsythia Fruit, Lonicera Flower, Lophatherum Herb, Pueraria Root, and Schizonepeta Herb. Take 30 drops in water or juice, 1 - 3 times daily, or as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Yin Chiao Plus Tincture 1oz. \n \n \n \nYin Chiao is a classic Chinese herbal formula that is used for the initial onset of Colds, Flu, and Fever (during the first 24 - 48 hours). This formula consists of the following herbs: Isatis Root, Ilex Root, Chrysanthemum Flower, Forsythia Fruit, Lonicera Flower, Lophatherum Herb, Pueraria Root, and Schizonepeta Herb. Take 30 drops in water or juice, 1 - 3 times daily, or as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,yin-chiao-plus-tincture-1oz
4622,simple,788332052811,ZZZZZ Herbal Tincture 1oz.,"ZZZZZ Herbal Tincture 1oz. \n \n \n \nZZZZZ is for those who tend to think too much, worry or simply cannot stop the internal mental wheels from turning. This formula is a blend of Fresh Milky Wild Oat Seed, Fresh St. John's Wort Flowers, Fresh Skullcap Herb, Passion Flower Herb, Hops Strobiles, Fresh Lobelia Herb, and Pulsatilla Herb. Take 30 drops in juice or water, 1/2 hour before bed time. Can repeat dosage as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","ZZZZZ Herbal Tincture 1oz. \n \n \n \nZZZZZ is for those who tend to think too much, worry or simply cannot stop the internal mental wheels from turning. This formula is a blend of Fresh Milky Wild Oat Seed, Fresh St. John's Wort Flowers, Fresh Skullcap Herb, Passion Flower Herb, Hops Strobiles, Fresh Lobelia Herb, and Pulsatilla Herb. Take 30 drops in juice or water, 1/2 hour before bed time. Can repeat dosage as needed. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,zzzzz-herbal-tincture-1oz
4626,simple,788332068317,Kid's Attention Plus 1oz. Alcohol Free,"Kid's Attention Plus 1oz. Alcohol Free \n \n \n \nThis formula is perfect for the little ones who are having a hard time concentrating or focusing. The blend contains Ginkgo Leaf, Gotu Kola Leaf, Licorice Root, Fresh Lobelia Herb, and Rhodiola Root Extract. \n \n \n \nSuggested Use: \n \n10-30 lbs use 5-10 drops. \n \n31-60 lbs use 10-20 drops. \n \n61-100 lbs use 20-30 drops. \n \nover 100lbs use 30 drops, 2 - 3 times per day or as needed in juice or water. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Kid's Attention Plus 1oz. Alcohol Free \n \n \n \nThis formula is perfect for the little ones who are having a hard time concentrating or focusing. The blend contains Ginkgo Leaf, Gotu Kola Leaf, Licorice Root, Fresh Lobelia Herb, and Rhodiola Root Extract. \n \n \n \nSuggested Use: \n \n10-30 lbs use 5-10 drops. \n \n31-60 lbs use 10-20 drops. \n \n61-100 lbs use 20-30 drops. \n \nover 100lbs use 30 drops, 2 - 3 times per day or as needed in juice or water. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,kids-attention-plus-1oz-alcohol-free
4629,simple,788332224911,Kid's Biotic Alcohol Free 1oz.,"Kid's Biotic Alcohol Free 1oz. \n \n \n \nKid's Biotic is the perfect formula when your little one is feeling under the weather. This formula contains: Goldenseal Root, Fresh Echinacea purpurea Flower, Licorice Root, Oregon Grape Root, Myrrh Gum, Fresh Wild Indigo Root, and Stevia Leaf Extract. \n \n \n \nSuggested Use: \n \n10-30 lbs use 5-10 drops. \n \n31-60 lbs use 10-20 drops. \n \n61-100 lbs use 20-30 drops. \n \nover 100lbs use 30 drops, 2 – 3 times per day or as needed in juice or water. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Kid's Biotic Alcohol Free 1oz. \n \n \n \nKid's Biotic is the perfect formula when your little one is feeling under the weather. This formula contains: Goldenseal Root, Fresh Echinacea purpurea Flower, Licorice Root, Oregon Grape Root, Myrrh Gum, Fresh Wild Indigo Root, and Stevia Leaf Extract. \n \n \n \nSuggested Use: \n \n10-30 lbs use 5-10 drops. \n \n31-60 lbs use 10-20 drops. \n \n61-100 lbs use 20-30 drops. \n \nover 100lbs use 30 drops, 2 – 3 times per day or as needed in juice or water. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,kids-biotic-alcohol-free-1oz
4633,simple,788332068119,Kid's Mellow Plus Alcohol Free 1oz.,"Kid's Mellow Plus Alcohol Free 1oz. \n \n \n \nKid's Mellow Plus is the perfect formula to help your little one settle down after a busy day. The formula contains Chamomile Flower, Fresh Valerian Root, Hops Strobiles, and Fresh Lobelia Herb. \n \n \n \nSuggested Use: \n \n10-30 lbs use 5-10 drops. \n \n31-60 lbs use 10-20 drops. \n \n61-100 lbs use 20-30 drops. \n \nover 100lbs use 30 drops, 2 – 3 times per day or as needed in juice or water. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Kid's Mellow Plus Alcohol Free 1oz. \n \n \n \nKid's Mellow Plus is the perfect formula to help your little one settle down after a busy day. The formula contains Chamomile Flower, Fresh Valerian Root, Hops Strobiles, and Fresh Lobelia Herb. \n \n \n \nSuggested Use: \n \n10-30 lbs use 5-10 drops. \n \n31-60 lbs use 10-20 drops. \n \n61-100 lbs use 20-30 drops. \n \nover 100lbs use 30 drops, 2 – 3 times per day or as needed in juice or water. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,kids-mellow-plus-alcohol-free-1oz
4636,simple,788332056314,Arnica Oil 1oz.,"Arnica Oil 1oz. \n \n \n \nArnica oil is the perfect topical rub for sore muscles, bruises, and traumatic injuries. This pure herbal extract is made with the highest quality imported Arnica flowers from Europe. These herbs are never fumigated or irradiated. Massage freely on affected areas as needed. Topical use only. Do not use on broken skin. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Arnica Oil 1oz. \n \n \n \nArnica oil is the perfect topical rub for sore muscles, bruises, and traumatic injuries. This pure herbal extract is made with the highest quality imported Arnica flowers from Europe. These herbs are never fumigated or irradiated. Massage freely on affected areas as needed. Topical use only. Do not use on broken skin. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,arnica-oil-1oz
4639,simple,788332054013,Ear Clear Oil 1oz.,"Ear Clear Oil 1oz. \n \n \n \nThis herbal oil is the perfect remedy for the occasional earache. The herbs in this formula are as follows: Mullein Flower, Coptis Root, Garlic Bulb, Arnica Flower in a base of Extra Virgin Olive Oil. Apply 3 - 5 drops into affected ear. Repeat every 3 hours or as needed. Best if oil is warmed first, but do not burn ear. Do not take internally. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Ear Clear Oil 1oz. \n \n \n \nThis herbal oil is the perfect remedy for the occasional earache. The herbs in this formula are as follows: Mullein Flower, Coptis Root, Garlic Bulb, Arnica Flower in a base of Extra Virgin Olive Oil. Apply 3 - 5 drops into affected ear. Repeat every 3 hours or as needed. Best if oil is warmed first, but do not burn ear. Do not take internally. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,ear-clear-oil-1oz
4644,simple,788332130212,B Complex 1oz. Raspberry Flavor,"B Complex 1oz. Raspberry Flavor \n \n \n \nMany people are deficient in important B vitamins. This B complex is the perfect remedy for stress, fatigue, poor diet, nutritional deficiencies, or a toxic lifestyle. If you are a vegan or vegetarian, it is even more important that you are taking a good quality B-complex. Take 1ml (25 drops) directly into mouth or mix in water or juice once per day or as directed by your health care professional. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","B Complex 1oz. Raspberry Flavor \n \n \n \nMany people are deficient in important B vitamins. This B complex is the perfect remedy for stress, fatigue, poor diet, nutritional deficiencies, or a toxic lifestyle. If you are a vegan or vegetarian, it is even more important that you are taking a good quality B-complex. Take 1ml (25 drops) directly into mouth or mix in water or juice once per day or as directed by your health care professional. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,b-complex-1oz-raspberry-flavor
4647,simple,788332205514,Vitamin D3 125mcg (5000iu) 1oz.,"Vitamin D3 125mcg (5000iu) 1oz. \n \n \n \nVitamin D3 is primarily used for Bone Health, Depression, Osteoporosis, Osteopenia, Cardiovascular Health, Autoimmune Disease, and immune support particularly during the winter months. Each 5 drop dose delivers 125mcg or 5000iu Vitamin D3 (cholecalciferol). This vitamin D is in a base of MCT (medium chain triglycerides) oil. Take 5 drops once per day or as directed by your healthcare professional. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Vitamin D3 125mcg (5000iu) 1oz. \n \n \n \nVitamin D3 is primarily used for Bone Health, Depression, Osteoporosis, Osteopenia, Cardiovascular Health, Autoimmune Disease, and immune support particularly during the winter months. Each 5 drop dose delivers 125mcg or 5000iu Vitamin D3 (cholecalciferol). This vitamin D is in a base of MCT (medium chain triglycerides) oil. Take 5 drops once per day or as directed by your healthcare professional. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,vitamin-d3-125mcg-5000iu-1oz
4650,simple,788332112126,Colloidal Silver 2oz.,"Colloidal Silver 2oz. \n \n \n \nColloidal Silver is a solution of very fine microscopic ionic and colloidal particles of pure silver suspended in liquid. Colloidal Silver is considered to be anti-bacterial, anti-microbial, anti-fungal, and anti-viral. Our colloidal silver is of nanogram size ionic silver for easy absorption and maximum effect. Take 1 teaspoon or more as needed or as recommended by your health care professional. Best used between meals. If under 75lbs take 1/2 teaspoon. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Colloidal Silver 2oz. \n \n \n \nColloidal Silver is a solution of very fine microscopic ionic and colloidal particles of pure silver suspended in liquid. It is considered to be anti-bacterial, anti-microbial, anti-fungal, and anti-viral. Our colloidal silver is of nanogram size ionic silver for easy absorption and maximum effect. Take 1 teaspoon or more as needed or as recommended by your health care professional. Best used between meals. If under 75lbs take 1/2 teaspoon. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,colloidal-silver-2oz
4654,simple,788332166921,Iodine with Kelp 2oz.,"Iodine with Kelp 2oz. \n \n \n \nIodine is a critical mineral for thyroid health and metabolism. Kelp is a natural source of Iodine and delivers supportive phytochemicals along with the mineral. It is indicated for hypothyroidism (low thyroid) as well as goiter caused by deficient iodine intake. It can help to improve energy levels and speed up metabolism. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Iodine with Kelp 2oz. \n \n \n \nIodine is a critical mineral for thyroid health and metabolism. Kelp is a natural source of Iodine and delivers supportive phytochemicals along with the mineral. It is indicated for hypothyroidism (low thyroid) as well as goiter caused by deficient iodine intake. It can help to improve energy levels and speed up metabolism. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,iodine-with-kelp-2oz
4657,simple,788332167126,Lustrous Hair Tincture 2oz.,"Lustrous Hair Tincture 2oz. \n \n \n \nDo you want lustrous hair? Of course you do! This Chinese Herbal formula is designed specifically for loss of hair, cracked or brittle hair, premature greying, cracked or weak nail and dry skin. It is also helpful for weakened thyroid function. This blend contains the following herbs: He Shou Wu, Rehmannia Root, Astragalus Root, Dong Quai Root, White Peony Root, Safflower Flower, Notopterygium Root, Chinese Salvia Root, and Ligusticum wallichi Rhizome. * These premium Chinese herbs are not spray or sulfur gasses and are free from heavy metals and pesticides * Take 30 drops 1 - 2 times per day in water or juice. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Lustrous Hair Tincture 2oz. \n \n \n \nDo you want lustrous hair? Of course you do! This Chinese Herbal formula is designed specifically for loss of hair, cracked or brittle hair, premature greying, cracked or weak nail and dry skin. It is also helpful for weakened thyroid function. This blend contains the following herbs: He Shou Wu, Rehmannia Root, Astragalus Root, Dong Quai Root, White Peony Root, Safflower Flower, Notopterygium Root, Chinese Salvia Root, and Ligusticum wallichi Rhizome. * These premium Chinese herbs are not spray or sulfur gasses and are free from heavy metals and pesticides * Take 30 drops 1 - 2 times per day in water or juice. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,lustrous-hair-tincture-2oz
